ENDING2.TXR.68	KENN NISHIUYE	
ENDING2.TXR.70	Music By	
ENDING2.TXR.71	JEFFERY L. BRIGGS	
ENDING2.TXR.76	THE DESIGN TEAM	
ENDING2.TXR.78	Game Design @ MATT GRUSON	
ENDING2.TXR.79	\t    @ JEFF CHARLEBOIS	
ENDING2.TXR.80	\t    @ TED MARKLEY	
ENDING2.TXR.82	Rex's Log Text @ STEVE MERETZKY	
ENDING2.TXR.84	Manual Text @ DOUG KAUFMAN	
ENDING2.TXR.86	Game Text @ JEFF CHARLEBOIS	
ENDING2.TXR.87	\t  @ MATT GRUSON	
ENDING2.TXR.88	\t  @ BRIAN REYNOLDS	
ENDING2.TXR.93	THE ART TEAM	
ENDING2.TXR.95	Art Director @ KENN NISHIUYE	
ENDING2.TXR.97	Painting @ MIKE GIBSON (Lead)	
ENDING2.TXR.98	\t @ NICHOLAS RUSKO-BERGER	
ENDING2.TXR.99	\t @ KENN NISHIUYE	
ENDING2.TXR.101	Animation @ FRANK FRAZIER (Lead)	
ENDING2.TXR.102	\t  @ CHARLES SHENTON	
ENDING2.TXR.103	\t  @ KEN RACE	
ENDING2.TXR.104	\t  @ CINDY LANG-BACHUR	
ENDING2.TXR.105	\t  @ KEVIN BOEHM	
ENDING2.TXR.106	\t  @ ANNE-MARIE COX	
ENDING2.TXR.107	\t  @ JACKIE ROSS	
ENDING2.TXR.108	\t  @ PATRICK DOWNEY	
ENDING2.TXR.109	\t  @ KENN (again)	
ENDING2.TXR.111	3-D Animation @ MATT GRUSON	
ENDING2.TXR.112	\t      @ ANDY LAKEN	
ENDING2.TXR.114	3-D Models @ FRANK VIVIRITO	
ENDING2.TXR.115	\t   @ ANDY LAKEN	
ENDING2.TXR.116	\t   @ GINNY SCHMIDT	
ENDING2.TXR.117	\t   @ MAX REMINGTON	
ENDING2.TXR.119	Lead Rotoscope Engineer	
ENDING2.TXR.120	CHARLES SHENTON	
ENDING2.TXR.122	Rotoscoping and Image Processing Tools	
ENDING2.TXR.123	MATT GRUSON	
ENDING2.TXR.125	Rotoscope Modeling @ DREW WILLIAMS	
ENDING2.TXR.126	\t\t   @ BONNIE SHEEKS	
ENDING2.TXR.127	\t\t   @ CLAIRE BAGBY	
ENDING2.TXR.128	\t\t   @ CINDY LANG-BACHUR	
ENDING2.TXR.129	\t\t   @ GINNY SCHMIDT	
ENDING2.TXR.130	\t\t   @ FRANK FRAZIER	
ENDING2.TXR.131	\t\t   @ SARAH FRAZIER	
ENDING2.TXR.132	\t\t   @ NICHOLAS RUSKO-BERGER	
ENDING2.TXR.133	\t\t   @ IRIS IDOKOGI	
ENDING2.TXR.134	\t\t   @ ANNE-MARIE COX	
ENDING2.TXR.135	\t\t   @ MIKE GIBSON	
ENDING2.TXR.137	Assistant to Mr. Nebular	
ENDING2.TXR.138	MURRAY TAYLOR	
