ENDING1.TXR.94	\t      @ ANDY LAKEN	
ENDING1.TXR.96	3-D Models @ FRANK VIVIRITO	
ENDING1.TXR.97	\t   @ ANDY LAKEN	
ENDING1.TXR.98	\t   @ GINNY SCHMIDT	
ENDING1.TXR.99	\t   @ MAX REMINGTON	
ENDING1.TXR.101	Lead Rotoscope Engineer	
ENDING1.TXR.102	CHARLES SHENTON	
ENDING1.TXR.104	Rotoscoping and Image Processing Tools	
ENDING1.TXR.105	MATT GRUSON	
ENDING1.TXR.107	Rotoscope Modeling @ DREW WILLIAMS	
ENDING1.TXR.108	\t\t   @ BONNIE SHEEKS	
ENDING1.TXR.109	\t\t   @ CLAIRE BAGBY	
ENDING1.TXR.110	\t\t   @ CINDY LANG-BACHUR	
ENDING1.TXR.111	\t\t   @ GINNY SCHMIDT	
ENDING1.TXR.112	\t\t   @ FRANK FRAZIER	
ENDING1.TXR.113	\t\t   @ SARAH FRAZIER	
ENDING1.TXR.114	\t\t   @ NICHOLAS RUSKO-BERGER	
ENDING1.TXR.115	\t\t   @ IRIS IDOKOGI	
ENDING1.TXR.116	\t\t   @ ANNE-MARIE COX	
ENDING1.TXR.117	\t\t   @ MIKE GIBSON	
ENDING1.TXR.119	Assistant to Mr. Nebular	
ENDING1.TXR.120	MURRAY TAYLOR	
ENDING1.TXR.122	Assistant to Ms. Nebular	
ENDING1.TXR.123	VICKI FORD	
ENDING1.TXR.125	Mr. Nebular's Stunt Double	
ENDING1.TXR.126	KEN RACE	
ENDING1.TXR.128	Colonel Stone's Stunt Double	
ENDING1.TXR.129	JOE HELLESEN	
ENDING1.TXR.131	Interface Animation Scripts	
ENDING1.TXR.132	MIKE GIBSON	
ENDING1.TXR.133	NICHOLAS RUSKO-BERGER	
ENDING1.TXR.138	THE DEVELOPMENT TEAM	
ENDING1.TXR.140	Lead Programmer & Technical Director	
ENDING1.TXR.141	BRIAN REYNOLDS	
ENDING1.TXR.143	Applications Programming @ GINNY SCHMIDT	
ENDING1.TXR.144	\t\t\t @ PAUL LAHAISE	
ENDING1.TXR.146	MADS System Design @ MATT GRUSON	
ENDING1.TXR.147	\t\t   @ BRIAN REYNOLDS	
ENDING1.TXR.149	MADS System Engineering	
ENDING1.TXR.150	BRIAN REYNOLDS	
ENDING1.TXR.152	MicroProse Installation Utility	
ENDING1.TXR.153	BRIAN REYNOLDS	
ENDING1.TXR.155	Alchemist @ DAVID McKIBBIN	
ENDING1.TXR.157	Programming Tidbits @ DETMAR PETERKE	
ENDING1.TXR.158	\t\t    @ SCOTT PATTERSON	
ENDING1.TXR.160	Hardware Maintenance @ MIKE GOMEZ	
ENDING1.TXR.161	\t\t     @ SAL VITALE	
ENDING1.TXR.165	THE SOUND TEAM	
ENDING1.TXR.167	Sound Department Management	
ENDING1.TXR.168	KEN LAGACE	
ENDING1.TXR.170	Music Composed By	
ENDING1.TXR.171	JEFFERY L. BRIGGS	
ENDING1.TXR.173	Sound Programming @ KEN LAGACE	
ENDING1.TXR.174	\t\t  @ JIM McCONKEY	
ENDING1.TXR.175	\t\t  @ ROLAND RIZZO	
ENDING1.TXR.176	\t\t  @ SCOTT PATTERSON	
ENDING1.TXR.178	Foley Editor @ JIM McCONKEY	
ENDING1.TXR.180	Voice Track Editor @ SCOTT PATTERSON	
ENDING1.TXR.182	Voice Acting @ GREG KEMPER	
ENDING1.TXR.183	\t     @ PAUL ELLIS	
ENDING1.TXR.184	\t     @ SHANNON HEPBURN	
ENDING1.TXR.186	Blood Curdling Screams @ BRIAN and MATT	
ENDING1.TXR.191	THE QUALITY ASSURANCE TEAM	
ENDING1.TXR.193	Q.A. Management @ AL ROIREAU	
ENDING1.TXR.194	\t\t@ MICHAEL CRAIGHEAD	
ENDING1.TXR.196	Lead Tester @ FRANK BROWN	
