ENDING1.TXR.87	\t  @ KEVIN BOEHM	\t  @ KEVIN BOEHM
ENDING1.TXR.88	\t  @ ANNE-MARIE COX	\t  @ ANNE-MARIE COX
ENDING1.TXR.89	\t  @ JACKIE ROSS	\t  @ JACKIE ROSS
ENDING1.TXR.90	\t  @ PATRICK DOWNEY	\t  @ PATRICK DOWNEY
ENDING1.TXR.91	\t  @ KENN (again)	\t  @ KENN（又是他）
ENDING1.TXR.93	3-D Animation @ MATT GRUSON	3-D 動畫 @ MATT GRUSON
ENDING1.TXR.94	\t      @ ANDY LAKEN	\t      @ ANDY LAKEN
ENDING1.TXR.96	3-D Models @ FRANK VIVIRITO	3-D 模型 @ FRANK VIVIRITO
ENDING1.TXR.97	\t   @ ANDY LAKEN	\t   @ ANDY LAKEN
ENDING1.TXR.98	\t   @ GINNY SCHMIDT	\t   @ GINNY SCHMIDT
ENDING1.TXR.99	\t   @ MAX REMINGTON	\t   @ MAX REMINGTON
ENDING1.TXR.101	Lead Rotoscope Engineer	首席轉描工程師
ENDING1.TXR.102	CHARLES SHENTON	CHARLES SHENTON
ENDING1.TXR.104	Rotoscoping and Image Processing Tools	轉描與影像處理工具
ENDING1.TXR.105	MATT GRUSON	MATT GRUSON
ENDING1.TXR.107	Rotoscope Modeling @ DREW WILLIAMS	轉描建模 @ DREW WILLIAMS
ENDING1.TXR.108	\t\t   @ BONNIE SHEEKS	\t\t   @ BONNIE SHEEKS
ENDING1.TXR.109	\t\t   @ CLAIRE BAGBY	\t\t   @ CLAIRE BAGBY
ENDING1.TXR.110	\t\t   @ CINDY LANG-BACHUR	\t\t   @ CINDY LANG-BACHUR
ENDING1.TXR.111	\t\t   @ GINNY SCHMIDT	\t\t   @ GINNY SCHMIDT
ENDING1.TXR.112	\t\t   @ FRANK FRAZIER	\t\t   @ FRANK FRAZIER
ENDING1.TXR.113	\t\t   @ SARAH FRAZIER	\t\t   @ SARAH FRAZIER
ENDING1.TXR.114	\t\t   @ NICHOLAS RUSKO-BERGER	\t\t   @ NICHOLAS RUSKO-BERGER
ENDING1.TXR.115	\t\t   @ IRIS IDOKOGI	\t\t   @ IRIS IDOKOGI
ENDING1.TXR.116	\t\t   @ ANNE-MARIE COX	\t\t   @ ANNE-MARIE COX
ENDING1.TXR.117	\t\t   @ MIKE GIBSON	\t\t   @ MIKE GIBSON
ENDING1.TXR.119	Assistant to Mr. Nebular	尼布勒先生的助理
ENDING1.TXR.120	MURRAY TAYLOR	MURRAY TAYLOR
ENDING1.TXR.122	Assistant to Ms. Nebular	尼布勒小姐的助理
ENDING1.TXR.123	VICKI FORD	VICKI FORD
ENDING1.TXR.125	Mr. Nebular's Stunt Double	尼布勒先生的特技替身
ENDING1.TXR.126	KEN RACE	KEN RACE
ENDING1.TXR.128	Colonel Stone's Stunt Double	史東上校的特技替身
ENDING1.TXR.129	JOE HELLESEN	JOE HELLESEN
ENDING1.TXR.131	Interface Animation Scripts	介面動畫腳本
ENDING1.TXR.132	MIKE GIBSON	MIKE GIBSON
ENDING1.TXR.133	NICHOLAS RUSKO-BERGER	NICHOLAS RUSKO-BERGER
ENDING1.TXR.138	THE DEVELOPMENT TEAM	開發團隊
ENDING1.TXR.140	Lead Programmer & Technical Director	首席程式設計與技術總監
ENDING1.TXR.141	BRIAN REYNOLDS	BRIAN REYNOLDS
ENDING1.TXR.143	Applications Programming @ GINNY SCHMIDT	應用程式設計 @ GINNY SCHMIDT
ENDING1.TXR.144	\t\t\t @ PAUL LAHAISE	\t\t\t @ PAUL LAHAISE
ENDING1.TXR.146	MADS System Design @ MATT GRUSON	MADS 系統設計 @ MATT GRUSON
ENDING1.TXR.147	\t\t   @ BRIAN REYNOLDS	\t\t   @ BRIAN REYNOLDS
ENDING1.TXR.149	MADS System Engineering	MADS 系統工程
ENDING1.TXR.150	BRIAN REYNOLDS	BRIAN REYNOLDS
ENDING1.TXR.152	MicroProse Installation Utility	MicroProse 安裝工具
ENDING1.TXR.153	BRIAN REYNOLDS	BRIAN REYNOLDS
ENDING1.TXR.155	Alchemist @ DAVID McKIBBIN	煉金術士 @ DAVID McKIBBIN
ENDING1.TXR.157	Programming Tidbits @ DETMAR PETERKE	程式瑣務 @ DETMAR PETERKE
ENDING1.TXR.158	\t\t    @ SCOTT PATTERSON	\t\t    @ SCOTT PATTERSON
ENDING1.TXR.160	Hardware Maintenance @ MIKE GOMEZ	硬體維護 @ MIKE GOMEZ
ENDING1.TXR.161	\t\t     @ SAL VITALE	\t\t     @ SAL VITALE
ENDING1.TXR.165	THE SOUND TEAM	音效團隊
ENDING1.TXR.167	Sound Department Management	音效部門管理
ENDING1.TXR.168	KEN LAGACE	KEN LAGACE
ENDING1.TXR.170	Music Composed By	音樂作曲
ENDING1.TXR.171	JEFFERY L. BRIGGS	JEFFERY L. BRIGGS
ENDING1.TXR.173	Sound Programming @ KEN LAGACE	音效程式設計 @ KEN LAGACE
ENDING1.TXR.174	\t\t  @ JIM McCONKEY	\t\t  @ JIM McCONKEY
ENDING1.TXR.175	\t\t  @ ROLAND RIZZO	\t\t  @ ROLAND RIZZO
ENDING1.TXR.176	\t\t  @ SCOTT PATTERSON	\t\t  @ SCOTT PATTERSON
ENDING1.TXR.178	Foley Editor @ JIM McCONKEY	擬音剪輯 @ JIM McCONKEY
ENDING1.TXR.180	Voice Track Editor @ SCOTT PATTERSON	配音剪輯 @ SCOTT PATTERSON
ENDING1.TXR.182	Voice Acting @ GREG KEMPER	配音演出 @ GREG KEMPER
ENDING1.TXR.183	\t     @ PAUL ELLIS	\t     @ PAUL ELLIS
ENDING1.TXR.184	\t     @ SHANNON HEPBURN	\t     @ SHANNON HEPBURN
ENDING1.TXR.186	Blood Curdling Screams @ BRIAN and MATT	驚聲尖叫 @ BRIAN and MATT
ENDING1.TXR.191	THE QUALITY ASSURANCE TEAM	品質保證團隊
ENDING1.TXR.193	Q.A. Management @ AL ROIREAU	品保管理 @ AL ROIREAU
ENDING1.TXR.194	\t\t@ MICHAEL CRAIGHEAD	\t\t@ MICHAEL CRAIGHEAD
ENDING1.TXR.196	Lead Tester @ FRANK BROWN	首席測試員 @ FRANK BROWN
